laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
34,phongvu,hp,laptop ai hp pavilion x360 14-ek2013tu - 9z2v4pa (core 7 150u/ram 16gb/onboard/512gb ssd/windows 11),intel core 7 150u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,300.0,43.0,3.0,1.5,windows 11 home,12.0,25890000,32.2,21.0,1.99,0.0,1.0,1.0,0.0,0.0,intel core 7 150u,1.80,5.40,2,4,1.20,4.00,8.0,8.0,15.00,15817,3613,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,55241,37092,60,19544,10826,170422,1068,9543,3613,,,,,,,,,,,,,
35,phongvu,msi,laptop msi katana a15 ai b8vg-466vn (ryzen 9 8945hs/ ram 16gb/ geforce rtx™ 4070/ 1tb ssd/ windows 11),amd ryzen 9 8945hs,geforce rtx 4070,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,144.0,,54.0,3.0,2.3,windows 11 home,24.0,39990000,35.9,25.9,2.49,0.0,1.0,1.0,0.0,0.0,amd ryzen 9 8945hs,4.00,5.20,8,16,,,,,45.00,29752,3862,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,102580,62596,93,41899,21408,356002,1431,27071,3862,geforce rtx 4070,19587.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,179.0,85.0,8363.0
36,phongvu,msi,laptop msi sword 16 hx b14vekg-459vn (i7-14700hx/ ram 16gb/ geforce rtx™ 4050/ 1tb ssd/ windows 11),intel core i7 14700hx,geforce rtx 4050,8.0,ddr5,1024.0,ssd,yes,16.0,1920x1200,144.0,,65.0,4.0,2.3,windows 11 home,24.0,31990000,35.9,26.64,2.77,0.0,1.0,1.0,0.0,0.0,intel core i7 14700hx,2.10,5.50,8,16,1.50,3.90,12.0,12.0,55.00,37650,4007,8 x 32 kb,8 x 48 kb,8 x 2048 kb,33 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,134061,95517,176,48986,26923,448984,2426,26376,4007,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
37,phongvu,msi,laptop gaming msi cyborg 15 a12ucx - 618vn (i5-12450h/ram 16gb/geforce rtx 2050/512gb ssd/ windows 11),intel core i5 12450h,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,,3.0,2.0,windows 11 home,24.0,18590000,35.9,25.0,2.19,0.0,1.0,1.0,0.0,0.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
38,phongvu,hp,laptop hp pavilion x360 14-ek1047tu - 80r25pa (i7-1355u),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,250.0,43.0,3.0,1.5,windows 11 home,12.0,26390000,32.2,21.0,1.99,0.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
39,phongvu,msi,laptop gaming msi cyborg 15 ai a1vek-053vn (ultra 7-155h/ram 16gb/geforce rtx 4050/512gb ssd/ windows 11),intel core ultra 7 155h,geforce rtx 4050,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,,,54.0,3.0,2.0,windows 11 home,24.0,28490000,35.94,25.03,2.29,0.0,1.0,1.0,0.0,0.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25166,3512,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88446,64790,114,31640,16670,280865,1774,16521,3512,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
40,phongvu,msi,laptop msi sword 16 hx b14vfkg-045vn (i7-14700hx/ ram 16gb/ geforce rtx™ 4060/ 1tb ssd/ windows 11),intel core i7 14700hx,geforce rtx 4060,8.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,,,65.0,4.0,2.3,windows 11 home,24.0,36990000,35.9,26.64,2.77,0.0,1.0,1.0,0.0,0.0,intel core i7 14700hx,2.10,5.50,8,16,1.50,3.90,12.0,12.0,55.00,37650,4007,8 x 32 kb,8 x 48 kb,8 x 2048 kb,33 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,134061,95517,176,48986,26923,448984,2426,26376,4007,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
41,phongvu,hp,laptop hp pavilion 15-eg3093tu (8c5l4pa) (i5-1335u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,250.0,41.0,3.0,1.7,windows 11 home,12.0,18790000,36.02,23.4,1.8,0.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
42,phongvu,hp,laptop hp pavilion 15-eg3112tu (8u6l9pa) (i7-1355u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i7 1355u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,250.0,41.0,3.0,1.6,windows 11 home,12.0,23490000,36.02,23.4,1.8,0.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
43,phongvu,hp,laptop hp pavilion 15-eg3111tu (8u6l8pa) (i5-1335u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,250.0,41.0,3.0,1.6,windows 11 home,12.0,18790000,36.02,23.4,1.8,0.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
44,phongvu,hp,laptop hp pavilion 15-eg3091tu - 8c5l2pa (i7-1355u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i7 1355u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,250.0,41.0,3.0,1.7,windows 11 home,12.0,23490000,36.02,23.4,1.8,0.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
45,phongvu,msi,laptop msi katana 15 b13vfk - 676vn (i7-13620h/ ram 16gb/ geforce rtx™ 4060/ 1tb ssd/ windows 11),intel core i7 13620h,geforce rtx 4060,8.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,,,54.0,3.0,2.2,windows 11 home,24.0,27990000,35.9,25.9,2.49,0.0,1.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
46,phongvu,hp,laptop hp pavilion 15-eg2081tu (7c0q4pa) (i5-1240p/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i5 1240p,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,250.0,41.0,3.0,1.7,windows 11 home,12.0,16990000,36.02,23.4,1.79,0.0,1.0,1.0,0.0,0.0,intel core i5 1240p,1.70,4.40,4,8,1.20,3.30,8.0,8.0,28.00,17033,3263,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63999,44482,49,22170,11761,197392,956,11432,3263,,,,,,,,,,,,,
47,phongvu,hp,laptop hp pavilion 15-eg2089tu (7c0r1pa) (i7-1260p/ ram 8gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i7 1260p,,4.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,250.0,41.0,3.0,1.7,windows 11 home,12.0,19990000,36.02,23.4,1.79,0.0,1.0,1.0,0.0,0.0,intel core i7 1260p,2.10,4.70,4,8,1.50,3.40,8.0,8.0,28.00,17001,3288,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63176,42938,64,20816,11399,185371,1109,10629,3288,,,,,,,,,,,,,
48,phongvu,hp,laptop hp pavilion 15-eg2088tu (7c0r0pa) (i7-1260p/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i7 1260p,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,250.0,41.0,3.0,1.7,windows 11 home,12.0,20990000,36.02,23.4,1.79,0.0,1.0,1.0,0.0,0.0,intel core i7 1260p,2.10,4.70,4,8,1.50,3.40,8.0,8.0,28.00,17001,3288,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63176,42938,64,20816,11399,185371,1109,10629,3288,,,,,,,,,,,,,
49,phongvu,hp,laptop hp pavilion 14-dv2071tu (7c0w0pa) (i7-1255u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i7 1255u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,250.0,41.0,3.0,1.4,windows 11 home,12.0,20190000,32.5,21.66,1.7,0.0,1.0,1.0,0.0,0.0,intel core i7 1255u,1.70,4.70,2,4,1.20,3.50,8.0,8.0,15.00,13569,3257,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50030,33467,42,17234,9468,149883,821,8358,3257,,,,,,,,,,,,,
50,phongvu,hp,laptop hp pavilion 14-dv2072tu (7c0w1pa) (i7-1255u/ ram 8gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i7 1255u,,4.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,250.0,41.0,3.0,1.4,windows 11 home,12.0,19890000,32.5,21.66,1.7,0.0,1.0,1.0,0.0,0.0,intel core i7 1255u,1.70,4.70,2,4,1.20,3.50,8.0,8.0,15.00,13569,3257,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50030,33467,42,17234,9468,149883,821,8358,3257,,,,,,,,,,,,,
51,phongvu,dell,laptop dell inspiron 3520 n5i5201w1 (i5-1235u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11+ office),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.66,windows 11 home,12.0,16490000,35.8,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
52,phongvu,dell,laptop dell inspiron 3530 n5i7240w1 (i7-1355u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11 + office),intel core i7 1355u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,54.0,4.0,1.66,windows 11 home,12.0,21490000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
53,phongvu,dell,laptop dell inspiron 3530 (i5-1334u/ ram 16gb/ onboard/ 512gb ssd/ windows 11 + office),intel core i5 1334u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.66,windows 11 home,12.0,17990000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13409,3300,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50353,34859,38,16859,9423,152479,702,8687,3300,,,,,,,,,,,,,
54,phongvu,dell,laptop dell inspiron 15 3530 n3530-i5u165w11slu (i5-1334u/ram 16gb/onboard/512gb ssd/ windows 11 + office),intel core i5 1334u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.9,windows 11 home,12.0,17990000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13409,3300,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50353,34859,38,16859,9423,152479,702,8687,3300,,,,,,,,,,,,,
55,phongvu,dell,laptop dell inspiron 16 5640 - khpf5 (core 7 150u/ ram 16gb/ geforce mx570/ 1tb ssd/ windows 11 + office),intel core 7 150u,geforce mx570,8.0,ddr5,1024.0,ssd,yes,16.0,1920x1200,,250.0,54.0,4.0,2.0,windows 11 home,12.0,27990000,52.3,32.0,0.67,0.0,1.0,1.0,0.0,0.0,intel core 7 150u,1.80,5.40,2,4,1.20,4.00,8.0,8.0,15.00,15817,3613,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,55241,37092,60,19544,10826,170422,1068,9543,3613,geforce mx570,5735.0,,,,,,,77.0,30.0,39.0,30.0,2589.0
56,phongvu,dell,laptop dell inspiron 15 3530 (n3530-i5u085w11slu) (i5-1334u/ ram 8gb/ onboard graphics/ 512gb ssd/ windows 11 +  office),intel core i5 1334u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.9,windows 11 home,12.0,16490000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13409,3300,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50353,34859,38,16859,9423,152479,702,8687,3300,,,,,,,,,,,,,
57,phongvu,dell,laptop dell inspiron 15 3530 (n3530-i7u161w11blu-fp) (i7-1355u/ ram 16gb/ onboard graphics/ 1tb ssd/ windows 11 + office),intel core i7 1355u,,8.0,ddr4,1024.0,ssd,yes,15.6,1920x1080,120.0,250.0,54.0,4.0,1.66,windows 11 home,12.0,22490000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
58,phongvu,dell,laptop dell inspiron 3520 - 25p2312 (i5-1235u/ram 16gb/512gb ssd/ windows 11 + office),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.7,windows 11 home,12.0,16490000,35.85,23.49,1.75,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
59,phongvu,dell,laptop dell inspiron 5640 - n6i5419w1 (i5-1334u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11 + office),intel core i5 1334u,,8.0,ddr5,512.0,ssd,yes,16.0,1920x1200,,250.0,54.0,4.0,1.9,windows 11 home,12.0,21799000,35.68,24.95,1.74,0.0,1.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13409,3300,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50353,34859,38,16859,9423,152479,702,8687,3300,,,,,,,,,,,,,
60,phongvu,dell,laptop dell xps 13 9340 - hxrgt (ultra 7-155h/ ram 16gb/ onboard/ 1tb ssd/ windows 11 + office),intel core ultra 7 155h,,16.0,ddr5,1024.0,ssd,yes,13.4,2560x1600,120.0,500.0,55.0,3.0,1.2,windows 11 home,12.0,56090000,29.53,19.91,1.53,0.0,2.0,0.0,0.0,0.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25166,3512,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88446,64790,114,31640,16670,280865,1774,16521,3512,,,,,,,,,,,,,
61,phongvu,dell,laptop dell inspiron 5440 g14 - n4i7204w1 (core 7 150u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11 +office),intel core 7 150u,,8.0,ddr5,512.0,ssd,yes,14.0,1920x1200,,250.0,54.0,4.0,1.6,windows 11 home,12.0,23990000,31.4,22.75,1.57,0.0,1.0,1.0,0.0,0.0,intel core 7 150u,1.80,5.40,2,4,1.20,4.00,8.0,8.0,15.00,15817,3613,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,55241,37092,60,19544,10826,170422,1068,9543,3613,,,,,,,,,,,,,
62,phongvu,dell,laptop dell xps 9340 - xpsu5002w1 (ultra 5-125h/ ram 16gb/ onboard graphics/ 2tb ssd/ windows 11 + office),intel core ultra 5 125h,,16.0,ddr5,2048.0,ssd,yes,13.4,1920x1200,120.0,500.0,55.0,3.0,1.2,windows 11 home,12.0,55990000,29.53,19.91,1.53,0.0,0.0,0.0,0.0,0.0,intel core ultra 5 125h,3.30,4.50,4,8,2.30,3.60,10.0,10.0,28.00,22144,3497,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72368,53686,89,28705,15130,250927,1528,14518,3497,,,,,,,,,,,,,
63,phongvu,dell,laptop dell inspiron 15 3530 (n3530-i5u085w11slu) (i5-1335u/ ram 8gb/ onboard graphics/ 512gb ssd/ windows 11 + office),intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.9,windows 11 home,12.0,16190000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
64,phongvu,dell,laptop dell inspiron 16 5640 - n5640-c7u161w11ibu (core 7 150u/ ram 16gb/ onboard graphics/ 1tb ssd/ windows 11 + office),intel core 7 150u,,8.0,ddr5,1024.0,ssd,yes,16.0,1920x1200,,300.0,54.0,4.0,2.0,windows 11 home,12.0,25990000,35.68,24.95,1.74,0.0,1.0,1.0,0.0,0.0,intel core 7 150u,1.80,5.40,2,4,1.20,4.00,8.0,8.0,15.00,15817,3613,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,55241,37092,60,19544,10826,170422,1068,9543,3613,,,,,,,,,,,,,
65,phongvu,dell,laptop dell inspiron 3520 - n5i5052w1 (i5 -1235u) (bạc),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.7,windows 11 home,12.0,16490000,35.85,23.56,1.7,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
66,phongvu,dell,laptop dell inspiron 3530 - n5i5489w1 (i5-1335u/ ram 16gb/ geforce mx550/ 512gb ssd/ windows 11 + office),intel core i5 1335u,geforce mx550,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.6,windows 11 home,12.0,18790000,35.85,23.49,1.75,0.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,geforce mx550,4537.0,,,,,,,64.0,16.0,34.0,28.0,2213.0
67,phongvu,dell,laptop dell inspiron 5440 g14 -  n4i5211w1 (core 5 120u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11 + office),intel core 5 120u,,8.0,ddr5,512.0,ssd,yes,14.0,1920x1200,,250.0,54.0,4.0,1.6,windows 11 home,12.0,21990000,31.4,22.62,1.89,0.0,1.0,1.0,0.0,0.0,intel core 5 120u,1.40,5.00,2,4,0.90,3.80,8.0,8.0,15.00,16540,3754,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58136,39922,60,20728,11538,182368,1021,10037,3754,,,,,,,,,,,,,
68,phongvu,dell,laptop dell inspiron 16 5630 - h6krv (i5-1340p/ ram 16gb/ geforce rtx™ 2050/ 512gb ssd/ windows 11 + office),intel core i5 1340p,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,16.0,1920x1200,,250.0,54.0,4.0,1.8,windows 11 home,12.0,25090000,35.68,25.17,1.82,0.0,2.0,1.0,0.0,0.0,intel core i5 1340p,1.90,4.60,4,8,1.90,3.40,8.0,8.0,28.00,18801,3511,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69786,48305,59,23738,12885,215792,1088,12419,3511,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
69,phongvu,dell,laptop dell inspiron 14 5430 - i5p165w11sl2050 (i5-1340p/ ram 16gb/ geforce rtx™ 2050/ 512gb ssd/ windows 11 + office),intel core i5 1340p,geforce rtx 2050,8.0,ddr5,512.0,ssd,yes,14.0,2560x1600,,300.0,54.0,4.0,1.8,windows 11 home,12.0,27990000,31.4,22.66,1.85,0.0,2.0,1.0,0.0,0.0,intel core i5 1340p,1.90,4.60,4,8,1.90,3.40,8.0,8.0,28.00,18801,3511,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69786,48305,59,23738,12885,215792,1088,12419,3511,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
70,phongvu,dell,laptop dell inspiron t7430 - n7430i58w1 (i5-1335u/ ram 8gb/ onboard graphics/ 512gb ssd/ windows 11 + office),intel core i5 1335u,,8.0,ddr5,512.0,ssd,yes,14.0,1920x1080,,250.0,54.0,4.0,1.6,windows 11 home,12.0,21590000,31.4,22.66,1.75,0.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
71,phongvu,dell,laptop dell inspiron 14 7430 (t7430-i7u165w11slu) (i7-1355u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11 + office),intel core i7 1355u,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,,300.0,54.0,4.0,1.6,windows 11 home,12.0,27990000,31.4,26.6,1.75,0.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
