laptop_specs_id,laptop_specs_source,laptop_specs_brand,cpu_specs_laptop_specs_laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_laptop_specs_laptop_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,cpu_specs_laptop_specs_laptop_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
39,phongvu,dell,laptop dell inspiron 15 3530 (n3530-i7u161w11blu-fp) (i7-1355u/ ram 16gb/ onboard graphics/ 1tb ssd/ windows 11 + office),intel core i7 1355u,,8,ddr4,1024,ssd,yes,15.6,1920x1080,120,250,54,4,1.66,windows 11 home,12,21990000,35.85,23.56,1.9,0,1,1,0,0,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
40,phongvu,acer,laptop acer nitro v 15 propanel anv15-51-73uu (i7-13620h/ ram 16gb/ geforce rtx™ 3050/ 512gb ssd/ windows 11),intel core i7 13620h,geforce rtx 3050,16,ddr5,512,ssd,yes,15.6,1920x1080,180,300,57,4,2.1,windows 11 home,12,26790000,36.23,23.99,2.69,0,3,1,0,0,intel core i7 13620h,2.4,4.9,6,12,1.8,3.6,4,4,45,24850,3689,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84451,62278,100,29800,16091,290251,1678,18001,3689,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
41,phongvu,lenovo,laptop lenovo loq 15irx9 - 83dv00ugvn (i7-13650hx/ ram 24gb/ geforce rtx™ 4050/ 512gb ssd/ windows 11),intel core i7 13650hx,geforce rtx 4050,12,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.4,windows 11 home,24,30490000,35.99,25.87,2.39,0,1,1,0,0,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
42,phongvu,lenovo,laptop lenovo legion 5 15irx9 - 83jj000fvn (i7-13650hx/ ram 24gb/ geforce rtx™ 4060/ 512gb ssd/ windows 11),intel core i7 13650hx,geforce rtx 4060,12,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.3,windows 11 home,24,34990000,35.88,26.14,2.46,0,2,1,0,0,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
43,phongvu,acer,laptop acer swift x 14 ai oled sfx14-72g-77f9 (ultra 7-155h/ ram 32gb/ geforce rtx™ 4050/ 1tb ssd/ windows 11),intel core ultra 7 155h,geforce rtx 4050,32,ddr5,1024,ssd,yes,14.5,2880x1800,120,400,76,4,1.5,windows 11 home,12,44990000,32.28,22.81,1.79,0,2,1,0,0,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
44,phongvu,acer,laptop acer predator helios neo phn16-72-78dq (i7-14650hx/ ram 16gb/ geforce rtx™ 4060/ 1tb ssd/ windows 11),intel core i7 14650hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,2560x1600,240,500,90,4,2.8,windows 11 home,12,46990000,35.78,27.86,2.79,0,3,1,0,0,intel core i7 14650hx,2.2,5.2,8,16,1.6,3.7,8,8,157,36550,3993,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129038,93326,166,45944,25499,438104,2408,26361,3993,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
45,phongvu,asus,laptop asus rog flow x16 gv601vv-nf044w (i9-13900h/ ram 16gb/ geforce rtx™ 4060/ 1tb ssd/ windows 11),intel core i9 13900h,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,2560x1600,240,500,90,4,2,windows 11 home,24,51790000,35.5,24.3,2.19,0,1,1,0,0,intel core i9 13900h,2.6,5.4,6,12,1.9,4.1,8,8,45,28701,3842,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,100655,72169,108,36868,19788,339431,1809,20041,3842,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
46,phongvu,hp,laptop hp victus 15-fa1155tx (952r1pa) (i5-12450h/ ram 16gb/ geforce rtx™ 2050/ 512gb ssd/ windows 11),intel core i5 12450h,geforce rtx 2050,16,ddr4,512,ssd,yes,15.6,1920x1080,144,250,52,3,2.2,windows 11 home,12,18990000,35.8,25.5,2.35,0,1,1,0,0,intel core i5 12450h,2,4.4,4,8,1.5,3.3,4,4,45,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
47,phongvu,msi,laptop msi prestige 14 ai studio c1veg-056vn (ultra 7-155h/ ram 32gb/ geforce rtx™ 4050/ 1tb ssd/ windows 11),intel core ultra 7 155h,geforce rtx 4050,16,ddr5,1024,ssd,yes,14,2880x1800,,400,90,4,1.7,windows 11 home,24,32990000,31.34,24.65,1.9,0,2,1,0,0,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
48,phongvu,hp,laptop hp probook 440 g10 - 9h8u7pt (i5-1340p/ram 16gb/onboard/512gb ssd/ windows 11),intel core i5 1340p,,16,ddr4,512,ssd,yes,14,1920x1080,,,51,3,1.3,windows 11 home,12,21590000,32.19,21.39,1.99,0,2,1,0,0,intel core i5 1340p,1.9,4.6,4,8,1.9,3.4,8,8,28,18765,3509,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69665,48184,59,23692,12870,215761,1083,12411,3509,,,,,,,,,,,,,
49,phongvu,dell,laptop dell inspiron 15 3530 (n3530-i5u085w11slu) (i5-1334u/ ram 8gb/ onboard graphics/ 512gb ssd/ windows 11 +  office),intel core i5 1334u,,8,ddr4,512,ssd,yes,15.6,1920x1080,120,250,41,3,1.9,windows 11 home,12,16490000,35.85,23.56,1.9,2,0,1,0,0,intel core i5 1334u,1.3,4.6,2,4,0.9,3.4,8,8,15,13218,3259,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49703,34654,38,16545,9268,149807,694,8572,3259,,,,,,,,,,,,,
50,phongvu,lenovo,laptop lenovo loq 15arp9 - 83jc007hvn (ryzen 5 7235hs/ ram 12gb/ geforce rtx™ 3050/ 512gb ssd/ windows 11),amd ryzen 5 7235hs,geforce rtx 3050,12,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.4,windows 11 home,24,20990000,35.99,25.87,2.39,0,1,1,0,0,amd ryzen 5 7235hs,3.2,4.2,4,8,,,,,45,11580,2723,4 x 32 kb,4 x 32 kb,4 x 512 kb,8 mb,,,,38593,21974,29,14058,8559,144377,533,10508,2723,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
51,phongvu,lenovo,laptop lenovo loq 15iax9 - 83gs001qvn (i5-12450hx/ram 12gb/geforce rtx 4050/512gb ssd/ windows 11),intel core i5 12450hx,geforce rtx 4050,12,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.4,windows 11 home,24,24490000,35.99,25.87,2.39,0,1,1,0,0,intel core i5 12450hx,,4.4,4,8,,3.1,4,4,148,18668,3397,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,57737,43531,58,23245,12258,222404,1183,13985,3397,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
52,phongvu,lenovo,laptop lenovo loq 15irx9 - 83dv00ufvn (i7-13650hx/ ram 24gb/ geforce rtx™ 4060/ 512gb ssd/ windows 11),intel core i7 13650hx,geforce rtx 4060,12,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.4,windows 11 home,24,32990000,35.99,25.87,2.39,0,1,1,0,0,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
53,phongvu,lenovo,laptop lenovo legion slim 5 16ahp9 - 83dh003avn (ryzen 7 8845hs/ ram 16gb/ geforce rtx™ 4060/ 512gb ssd/ windows 11),amd ryzen 7 8845hs,geforce rtx 4060,16,ddr5,512,ssd,yes,16,2560x1600,165,350,80,,2.3,windows 11 home,24,38990000,35.97,26.05,2.19,0,2,1,0,0,amd ryzen 7 8845hs,3.8,5.1,8,16,,,,,45,28820,3770,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99823,60655,87,40633,20762,351350,1350,26137,3770,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
54,phongvu,acer,laptop acer nitro 5 tiger an515-58-773y (i7-12700h/ram 8gb/geforce rtx 3050ti/512gb ssd/ windows 11),intel core i7 12700h,geforce rtx 3050 ti,8,ddr4,512,ssd,yes,15.6,1920x1080,144,,57,4,2.5,windows 11 home,12,21490000,36.04,27.11,2.59,0,1,1,0,0,intel core i7 12700h,2.3,4.7,6,12,1.7,3.5,8,8,45,26121,3581,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,92015,66386,95,34092,17960,306814,1535,18222,3581,geforce rtx 3050 ti,10143,pcie 4.0 x8,4096,735,12,4.6,80,120,60,77,49,4330
55,phongvu,asus,laptop asus tuf gaming f15 fx507vv-lp304w (i7-13620h/ram 16gb/geforce rtx™ 4060/1tb ssd/ windows 11),intel core i7 13620h,geforce rtx 4060,16,ddr5,1024,ssd,yes,15.6,1920x1080,144,250,90,4,2.2,windows 11 home,24,30990000,35.4,25.1,2.49,0,1,1,0,0,intel core i7 13620h,2.4,4.9,6,12,1.8,3.6,4,4,45,24850,3689,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84451,62278,100,29800,16091,290251,1678,18001,3689,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
56,phongvu,asus,laptop asus vivobook 15 oled a1505va-ma468w (i5-13500h/ram 16gb/onboard/512gb ssd/ windows 11),intel core i5 13500h,,16,ddr4,512,ssd,yes,15.6,2880x1620,120,600,50,3,1.7,windows 11 home,24,18990000,35.68,22.76,1.99,0,1,1,0,0,intel core i5 13500h,3.5,4.7,4,8,,,8,8,45,22701,3536,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76906,55639,77,29549,15984,273500,1339,15980,3536,,,,,,,,,,,,,
57,phongvu,msi,laptop msi thin 15 b13ucx-2080vn (i5-13420h/ ram 16gb/ geforce rtx™ 2050/ 512gb ssd/ windows 11),intel core i5 13420h,geforce rtx 2050,8,ddr4,512,ssd,yes,15.6,1920x1080,144,,52,3,1.8,windows 11 home,24,16990000,35.9,25.4,2.17,0,1,1,0,0,intel core i5 13420h,2.1,4.6,4,8,1.5,3.4,4,4,45,18351,3454,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60332,44607,54,22863,12242,223438,1061,13756,3454,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
58,phongvu,lenovo,laptop ai lenovo thinkpad e16 g2 t - 21ma004hvn (ultra 7-155u/ram 16gb/onboard/512gb ssd/windows 11),intel core ultra 7 155u,,16,ddr5,512,ssd,yes,16,1920x1200,,300,47,,1.8,windows 11 home,24,27990000,35.61,24.77,1.99,0,1,1,0,0,intel core ultra 7 155u,1.7,4.8,2,4,1.2,3.8,10,10,15,16781,3445,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59322,41990,64,19837,11808,182864,1110,10307,3445,,,,,,,,,,,,,
59,phongvu,msi,laptop gaming msi cyborg 14 a13ve - 090vn (i7-13620h/ram 16gb/geforce rtx™ 4050/512gb ssd/ windows 11),intel core i7 13620h,geforce rtx 4050,8,ddr5,512,ssd,yes,14,1920x1200,,,53,3,1.6,windows 11 home,24,26490000,31.47,23.35,2.23,0,1,1,0,0,intel core i7 13620h,2.4,4.9,6,12,1.8,3.6,4,4,45,24850,3689,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84451,62278,100,29800,16091,290251,1678,18001,3689,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
60,phongvu,lenovo,laptop lenovo thinkpad e14 gen 6 (ultra 5-125u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core ultra 5 125u,,16,ddr5,512,ssd,yes,14,1920x1200,,300,47,3,1.4,windows 11 home,24,22390000,31.3,21.93,1.8,0,1,1,0,0,intel core ultra 5 125u,1.3,4.3,2,4,0.8,3.6,10,10,15,17450,3322,4 x 32 kb,1 x 64 kb,1 x 2048 kb,12 mb,,,,57620,41863,63,21428,12402,197964,1113,11394,3322,,,,,,,,,,,,,
61,phongvu,acer,laptop acer swift lite 14 ai sfl14-51m-56hs (ultra 5-125u/ram 16gb/onboard/512gb ssd/ windows 11),intel core ultra 5 125h,,8,ddr5,512,ssd,yes,14,1920x1200,,300,58,3,1.3,windows 11 home,12,18590000,31.44,22.19,1.75,0,1,1,0,0,intel core ultra 5 125h,3.3,4.5,4,8,2.3,3.6,10,10,28,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
62,phongvu,lenovo,laptop lenovo thinkpad e14 gen 5 - 21jk00h5vn (i5-13420h/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i5 13420h,,16,ddr4,512,ssd,yes,14,1920x1200,,300,47,,1.4,windows 11 home,24,20490000,31.3,21.93,1.8,0,1,1,0,0,intel core i5 13420h,2.1,4.6,4,8,1.5,3.4,4,4,45,18351,3454,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60332,44607,54,22863,12242,223438,1061,13756,3454,,,,,,,,,,,,,
63,phongvu,hp,laptop hp probook 450 g10 (i5-1340p/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core i5 1340p,,16,ddr4,512,ssd,yes,15.6,1920x1080,,,51,3,1.8,windows 11 home,12,20990000,35.94,23.39,1.99,0,2,1,0,0,intel core i5 1340p,1.9,4.6,4,8,1.9,3.4,8,8,28,18765,3509,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69665,48184,59,23692,12870,215761,1083,12411,3509,,,,,,,,,,,,,
64,phongvu,acer,laptop acer swift go ai oled sfg14-73-57fz (ultra 5-155h/ram 16gb/onboard/512gb ssd/ windows 11),intel core ultra 5 125h,,16,ddr5,512,ssd,yes,14,2880x1800,90,400,65,4,1.3,windows 11 home,12,23390000,31.29,21.79,1.49,0,2,1,0,0,intel core ultra 5 125h,3.3,4.5,4,8,2.3,3.6,10,10,28,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
65,phongvu,acer,laptop acer swift go 14 ai oled sfg14-73-75ym (ultra 7-155h/ram 16gb/onboard/512gb ssd/ windows 11),intel core ultra 7 155h,,16,ddr5,512,ssd,yes,14,2880x1800,90,400,65,4,1.4,windows 11 home,12,26290000,31.29,21.79,1.49,0,2,1,0,0,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
66,phongvu,asus,laptop asus tuf gaming a15 fa507nur-lp101w (ryzen 7 7435hs/ram 16gb/geforce rtx 4050/512gb ssd/ windows 11),amd ryzen 7 7435hs,geforce rtx 4050,16,ddr5,512,ssd,yes,15.6,1920x1080,144,250,90,4,2.2,windows 11 home,,24990000,35.4,25.1,2.49,0,2,1,0,0,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
67,phongvu,asus,laptop asus tuf gaming a15 fa507nvr-lp091w (ryzen 7 7435hs/ram 16gb/geforce rtx 4060/512gb ssd/ windows 11 home),amd ryzen 7 7435hs,geforce rtx 4060,16,ddr5,512,ssd,yes,15.6,1920x1080,144,250,90,4,2.2,windows 11 home,,27490000,35.4,25.1,2.49,0,2,1,0,0,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
68,phongvu,asus,laptop asus tuf gaming f15 fx507vu-lp315w (i7-13620h/ram 16gb/geforce rtx 4050/512gb ssd/ windows 11),intel core i7 13620h,geforce rtx 4050,16,ddr5,512,ssd,yes,15.6,1920x1080,144,250,,,2.2,windows 11 home,,27990000,35.4,25.1,2.49,0,1,1,0,0,intel core i7 13620h,2.4,4.9,6,12,1.8,3.6,4,4,45,24850,3689,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84451,62278,100,29800,16091,290251,1678,18001,3689,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
69,phongvu,hp,laptop ai hp envy x360 14-fa0047au - a19bppa (ryzen 7 8840hs/ram 16gb/onboard/1tb ssd/windows 11),amd ryzen 7 8840hs,,16,ddr5,1024,ssd,yes,14,2880x1800,120,500,59,3,1.4,windows 11 home,12,29690000,31.33,21.89,1.69,0,2,1,0,0,amd ryzen 7 8840hs,3.3,5.1,8,16,,,,,28,24529,3657,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,90683,52038,79,33296,17364,284698,1140,20005,3657,,,,,,,,,,,,,
70,phongvu,hp,laptop hp probook 440 g11 - a74bhpt (ultra 7-155u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core ultra 7 155u,,16,ddr5,512,ssd,yes,14,1920x1200,,,56,3,1.4,windows 11 home,12,25690000,31.86,22.44,2.24,0,2,1,0,0,intel core ultra 7 155u,1.7,4.8,2,4,1.2,3.8,10,10,15,16781,3445,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59322,41990,64,19837,11808,182864,1110,10307,3445,,,,,,,,,,,,,
71,phongvu,hp,laptop hp 15-fd0306tu - a2nl7pa (i3-1315u/ram 8gb/onboard/256gb ssd/ windows 11),intel core i3 1315u,,8,ddr4,256,ssd,yes,15.6,1920x1080,,250,41,3,1.6,windows 11 home,12,11290000,52,30.5,0.69,0,1,1,0,0,intel core i3 1315u,1.2,4.5,2,4,0.9,3.3,4,4,15,12168,3516,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,38961,28164,45,14843,8070,134644,764,7806,3516,,,,,,,,,,,,,
72,phongvu,acer,laptop acer nitro v 16 propanel anv16-41-r36y (ryzen 7 8845hs/ram 16gb/geforce rtx 4050/512gb ssd/ windows 11),amd ryzen 7 8845hs,geforce rtx 4050,8,ddr5,512,ssd,yes,16,1920x1200,165,300,57,4,2.5,windows 11 home,12,28690000,36.18,27.84,2.55,0,1,1,0,0,amd ryzen 7 8845hs,3.8,5.1,8,16,,,,,45,28820,3770,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99823,60655,87,40633,20762,351350,1350,26137,3770,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
73,phongvu,acer,laptop acer nitro v 16 propanel anv16-41-r7en (ryzen 7 8845hs/ram 16gb/geforce rtx 3050/512gb ssd/ windows 11),amd ryzen 7 8845hs,geforce rtx 3050,8,ddr5,512,ssd,yes,16,1920x1200,165,300,57,4,2.5,windows 11 home,12,26290000,36.18,27.84,2.55,0,1,1,0,0,amd ryzen 7 8845hs,3.8,5.1,8,16,,,,,45,28820,3770,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99823,60655,87,40633,20762,351350,1350,26137,3770,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
74,phongvu,hp,laptop ai hp envy x360 14-fc0091tu - a19c1pa (ultra 5-125u/ram 16gb/onboard/1tb ssd/windows 11),intel core ultra 5 125u,,16,ddr5,1024,ssd,yes,14,2880x1800,120,500,59,3,1.4,windows 11 home,12,28490000,31.34,21.89,1.69,0,1,1,0,0,intel core ultra 5 125u,1.3,4.3,2,4,0.8,3.6,10,10,15,17450,3322,4 x 32 kb,1 x 64 kb,1 x 2048 kb,12 mb,,,,57620,41863,63,21428,12402,197964,1113,11394,3322,,,,,,,,,,,,,
75,phongvu,hp,laptop hp probook 440 g11 - a74b5pt (ultra 5-125u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core ultra 5 125u,,16,ddr5,512,ssd,yes,14,1920x1200,,,56,3,1.4,windows 11 home,12,21290000,31.86,22.44,2.24,0,2,1,0,0,intel core ultra 5 125u,1.3,4.3,2,4,0.8,3.6,10,10,15,17450,3322,4 x 32 kb,1 x 64 kb,1 x 2048 kb,12 mb,,,,57620,41863,63,21428,12402,197964,1113,11394,3322,,,,,,,,,,,,,
76,phongvu,hp,laptop hp 15-fd1045tu - 9z2x1pa (core 5 120u/ram 16gb/onboard/512gb ssd/windows 11),intel core 5 120u,,8,ddr4,512,ssd,yes,15.6,1920x1080,,250,41,3,1.7,windows 11 home,12,16990000,35.98,23.6,1.86,0,1,1,0,0,intel core 5 120u,1.4,5,2,4,0.9,3.8,8,8,15,16587,3761,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58212,40035,61,20789,11586,183090,1019,10085,3761,,,,,,,,,,,,,
77,phongvu,hp,laptop ai hp envy x360 14-fc0085tu - a19bvpa (ultra 7-155u/ram 32gb/onboard/512gb ssd/windows 11),intel core ultra 7 155u,,32,ddr5,512,ssd,yes,14,2880x1800,120,500,59,3,1.4,windows 11 home,12,34390000,31.34,21.89,1.69,0,1,1,0,0,intel core ultra 7 155u,1.7,4.8,2,4,1.2,3.8,10,10,15,16781,3445,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59322,41990,64,19837,11808,182864,1110,10307,3445,,,,,,,,,,,,,
78,phongvu,lg,laptop lg gram 2024 14z90s-g.ah55a5 (ultra 5-125h/ram 16gb/onboard/512gb ssd/ windows 11),intel core ultra 5 125h,,8,ddr5,512,ssd,yes,14,1920x1200,,350,72,,1.12,windows 11 home,12,17990000,31.2,21.43,1.69,0,1,1,0,0,intel core ultra 5 125h,3.3,4.5,4,8,2.3,3.6,10,10,28,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
79,phongvu,lg,laptop lg gram 2024 17z90s-g.ah78a5 (ultra 7-155h/ram 16gb/onboard/1tb ssd/ windows 11),intel core ultra 7 155h,,8,ddr5,1024,ssd,yes,17,2560x1600,,400,77,,1.38,windows 11 home,12,47990000,37.88,25.88,1.6,0,2,1,0,0,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
